ጠቅላይ ሚኒስትሩ አዲስ አበባ ውስጥ ለሚገኙ ዲፕሎማቶች ማብራሪያ በ ሰጡበት ወቅት ወረራው በ ሰላማዊ መንገድ ሊ ወገድ ስለ መቻሉ እስካሁን ፍንጭ አለማ የ ታቸውን ገልጠዋል,tr_47_tr01047
የ ኢትዮጵያ ና የኤርትራ ባለስልጣናት ነገ ይገናኛ ሉ,tr_48_tr01048
በ ስምንት ነጥብ ሰባት ሚሊዮን ብር እዳ ክስ ሊ መሰረት ነው,tr_49_tr01049
የ ኢትዮጵያ ሚሊሺያ ዎች የ ኬንያ ን ድንበር ጥሰው ጉዳት ማድረሳቸው ን እናውቃለን ብለዋል,tr_50_tr01050
ሚኒስትሩ አቶ ስዩም መስፍን ን ለ ማሳመን እየ ጣሩ መሆኑን ለ ጉዳዩ ቅርበት ያ ላቸው ምንጮች ተናግረ ዋል,tr_51_tr01051
ይህም በ ኢትዮጵያ የ ዋጋ መውደቅ ን ያስከትላል,tr_52_tr01052
ምርጫ ችን ደግሞ የማ ያቋርጥ ስደት ሆነ,tr_53_tr01053
ወደ ትንተና ውስጥ ነበር የ ገባው,tr_54_tr01054
እንዲ ህ እንደ ሱ የማከብራቸው ሰዎች ብዙ አይደሉም,tr_55_tr01055
ማን ሞቶ ማን ነጻ እንዲ ወጣ ነው የሚ ፈለገው እዚህ አገር ውስጥ እ ያንዳንዳችን ለ ራሳችን መቆም አለ ብን የሚሉ ነበሩ,tr_56_tr01056
በ ዋሽንግተን ዲሲ ና በ አካባቢ ዋ ማለት ም በ ሜሪላንድ ና በ ቨርጂኒያ ስቴ ቶች ላሉ ኤርትራውያን ና ለ ኢትዮጵያውያ ንም ጭምር ለ ፕሮፖጋንዳ የሚ ጠቅመው የ ሬዲዮ አገልግሎት ጀም ሯል,tr_57_tr01057
አስከሬ ን አጃቢ ዎች በ ዱላ ተ ደበደቡ,tr_58_tr01058
ህገወጥ ግድያ ና እስራት እንዲ ቆም ተጠየቀ,tr_59_tr01059
ሻእቢያ ከ ስድስት መቶ በላይ ኢትዮጵያውያ ን አስሮ እ ያሰቃ የ ነው,tr_60_tr01060
መንግስት በ ኢንቨስትመንት እንቅስቃሴ ላይ የ ተከሰቱ የ ፖሊሲ ና የ አሰራር ግድፈቶች ን ለ ማስወገድ እርምጃ መውሰዱ ከ ግሉ ኢንቨስትመንት ፍሰት የ ሚገኘው ን ድርሻ እንደሚያ ሻሽለው ም ገለጹ,tr_61_tr01061
እኔ ግን ነፍጠኛ ም መድፈኛ ም እንዳል ሆ ኩኝ ልንገራችሁ ብዬ እንጂ ፖለቲከኛ ሳል ሆን አሽሙረኛ ነኝ ብዬ እናንተ ን ላሳምናችሁ አል ሞክር ም,tr_62_tr01062
ኮሎኔል በዛብህ ጴጥሮስ የ አማራጭ ሀይሎች ሊቀመንበር የ ዶክተር በየነ ጴጥሮስ ወንድም መሆናቸው ተያይዞ ተ ገልጿ ል,tr_63_tr01063
የ መስተዳድሩ መግለጫ ከተማዋ ስር ነቀል ለውጥ እንደሚ ያስፈልጋት ገልጾ ህዝቡ በዚህ እንዲ ሳተፍ ቢ ጠይቅ ም ጊዜያዊ መስተዳድሩ የ መዋቅር ለውጡ ን ያስፈጽማል ተብሎ አይጠበቅ ም,tr_64_tr01064
ለወደፊቱ በሚ ዘጋጀው ጉባኤ የ በ ኩሌን ሀሳብ ለ ካድሬው ይዤ አቀርባ ለሁ,tr_65_tr01065
ኤኤፍፒ ከ ሶስት ሺ በላይ የኤርትራ ኩናማ ዎች ወደ ኢትዮጵያ ሸሽተው በ መግባት የኤርትራ ሰራዊት በ ሀይል እየ መለመላቸው ነው ሲሉ ውንጀላ ሰንዝ ረዋል,tr_66_tr01066
ዋናው አላማችን አባላ ቶቻችን በ ስፖርቱ ተሳታፊ እንዲሆኑ ና ለ ሀገራችን ስፖርት የ በኩላቸው ን አስተዋጽኦ እንዲ ያበረክቱ እንጂ እንደ አንዳንድ ክለቦች ድርጅት ን ለ ማስተዋወቅ አይደለም,tr_67_tr01067
በ ማጠቃለያ ውም በ እርዳታ አ ሰባሰቡ ወቅት ኢህአዲግ በ በጐ አይ ን የማ ይመለከታቸው ና በ አሸባሪነት ጠርጥሬ ያ ቸዋለሁ የሚ ላቸው ኢትዮጵያውያ ን የ ህግ ታራሚዎች ሳይ ቀሩ በ እርዳታው ተሳትፎ ማድረጋቸው ን አመልክ ቷል,tr_68_tr01068
አውደ ጥናቱ ችግሩ ን ለ መቅረፍ የ ተጀመሩ ጥረቶች ን ለ ማገዝ የ ሚያስችል እንደሆነ ም ገልጸዋል,tr_69_tr01069
የሚ ሆነው እውነተኛ ወሬ ዜና ነው,tr_70_tr01070
ይሄን ኛው ን አዋጅ እንዴት እንደ ተቀበሉት ባ ና ውቅም ቅሉ እንዲ ህ ተነቦ ነበር,tr_71_tr01071
ኢህአዲግ ያለ ተወዳዳሪ ብቻ ውን ሮጦ ብቻ ውን ነው ያሸነፈ ው,tr_72_tr01072
ይህ ስ ከ ተጽእኖ ዎቹ አንዱ ሊሆን አይችልም,tr_73_tr01073
ይሁን እንጂ ውሳኔው ቀደም ብሎ የተጻፈ ና የ ተፈረመ በመሆኑ የ እለቱ ን ችሎት እንደማያስ ተጓጉለው አቶ መንበረ ጸሀይ ገልጸው ብይኑ ንና ትእዛዙ ን ማሰማት ቀጥ ለዋል,tr_74_tr01074
አስራ ሁለታችን ን ከ ማእከላዊ ኮሚቴ ለ ማገድ የተወሰደ እርምጃ ነው,tr_75_tr01075
አዲስ አበባ ውስጥ ያሉት ሰራተኞች ተቃውሞ የሚያቀርቡ ት ከ ከተማ ላለ መውጣት ነው,tr_76_tr01076
የ ዩኒቨርስቲ ተማሪዎች በ አውሮፕላን እንዳይ ሳ ፈሩ ተከለከለ,tr_77_tr01077
ምግቡ ለ ኢትዮጵያ ሰራዊት እንዳይደርስ ዋስትና መሰጠት አለ በት,tr_78_tr01078
የ ኢትዮጵያ ና የኤርትራ ልኡካን አሜሪካ ውስጥ ሊ ነጋገሩ ነው,tr_79_tr01079
አጽማቸው አፋር ክልል እንዳረፈ ም የሚናገሩ ምንጮች አሉ,tr_80_tr01080
የ ማህበሩ መሪ ዶክተር ታዬ ወልደሰማያት ማስረጃ በ ሌለው ና ባል ተጣራ ምክንያት ለ እስር በቅ ተዋል,tr_81_tr01081
በ ደጀን ሙስሊሞች ብሩህ ተስፋ ይታ ያል,tr_82_tr01082
ማክሰኞ አዲስ አበባ ላይ በ አስር ሰአት ባንኮች ከ ትራንስ ኢትዮጵያ ነበር የ ተጫወቱ ት,tr_83_tr01083
አ ና ም ዶክተር ሊ ዲዮ ቶሌዶ ከ ረዳታቸው ከ ዶክተር ጆ ሀኪም ዳ ሞታ ጋር በ መሆን ሮናልዶ ን ወደ ሊ ላስ ክሊኒክ ይወስዱ ታል,tr_84_tr01084
ለ ምሳሌ ዲዮ ን ደብሊን ን ፓትሪክ ኩላይቨርት ን ን ሮናልድ ዴ ቦዬርን ና የኢንተሩ ን ንዋንክዎ ካኑ ን ለ መውሰድ ድርድር ጀምረው መጨረሻው ን ሳያዩ ት ተዋል,tr_85_tr01085
እ ውን ኢትዮጵያ ቡና ልት ገባ ነው ላንተ ያለ ኝ አድናቆት ፍጹም ልዩ ነው,tr_86_tr01086
ካፍ በ ግንቦት ወር ለ ሶስት እጩ ኢንስ ትራክተሮች በ ግብጽ ኮርስ እንደሚ ሰጥ አያይዘው አስረድ ተዋል,tr_87_tr01087
በ ኔ ላይ እምነት እንዳለው ገለጸ ልኝ,tr_88_tr01088
የ ኢትዮጵያ አየር መንገድ አውሮፕላኖቹ ን በ ሁለት ና በ ሶስት አመታት ውስጥ በ አዲሶቹ ለ መተካት እቅድ እንዳለው ገለጠ,tr_89_tr01089
እርስዎ ስ ንግድ ዎን ለ ማስፋፋት ይኸ ን ን የ መገናኛ መሳሪያ አስብ ው በታል ን,tr_90_tr01090
ኩባንያው ሰባ አንድ ነጥብ ሰማኒያ አምስት አክሲዮ ኖች ሲ ኖሩት እ ያንዳንዷ አክሲዮን አምስት ሺ ብር ዋጋ አላ ት,tr_91_tr01091
የመንግስት መዋቅሮች ደካሞች ናቸው,tr_92_tr01092
አንዳንዴ ም ሲያ ቃዣ ቸው የ ጐሰኛ ኢትዮጵያ ን ፈጥረ ናል ህዝቦች ፈንጥዘው በ ኢትዮጵያዊ ነታቸው ኮር ተው ተቀብለው ናል ለማ ለት ይዳዳ ቸዋል,tr_93_tr01093
ስለዚህ ም እንደ ገና የ ረሀቡ ን ቁልቁለት ይ ያያ ዘዋል,tr_94_tr01094
እነዚህ ና የ መሳሰሉት ድሎች የ ዚያ ትውልድ አባላት እንደ ጧፍ በር ተው እንደ ሰም ቀል ጠው የ ተገኙ ድሎች ናቸው,tr_95_tr01095
እድሜ አቸው ጠና ያሉ አንድ አዛውንት ገበሬ እንዲ ህ አሉ,tr_96_tr01096
ስንቅ ማቅረብ እጅግ አ ዳግ ቶታል,tr_97_tr01097
እኔ ም ዛሬ አንድ ያደረገ ን ምክንያት በ መፈጠሩ ደስ ብሎ ኛል,tr_98_tr01098
እነሆ ከ አስር አመት በኋላ ሼህ አላሙዲ ን ያቺ ን ወጣት እዚያ ው የ ተዋወቁ በት ዋሽንግተን ውስጥ በ ደመቀ ሰርግ አገ ቧት,tr_99_tr01099
አለቃ የጻፏቸው መጽሀፍት ውድ ና ጣፋጭ ከ መሆናቸው የተነሳ በ ህትመታቸው ወቅት ገዝተው ከሚ ጠቀሙ ት ብልህ ዎች በስተቀር ዘግይተው የ ሚፈልጓቸው ሰዎች አ ያገኟቸው ም,tr_100_tr01100
በ ኮምፒውተር ሳይንስ ፎን ት ቴክኖሎጂ ለ ዶክትሬት ዲግሪ ጥናት እያደረጉ የሚገኙት ን አቶ ፍቅሬ ን የ ዛሬው እንግዳ ችን አድርገ ና ቸዋል,tr_101_tr02001
የ ውሀው ዘርፍ ያለበት ን የ ፋይናንስ ችግር ለ መፍታት የ ውሀ ሀብት ልማት ፈንድ እንደሚ ቋቋም ገለጹ,tr_102_tr02002
የ መንገደኞች ማስተናገጃ ህንጻው በ ሰአት እስከ ሶስት ሺ ያህል መንገደኞች ን ማስተናገድ ይችላል,tr_103_tr02003
መቼም ትላንት ጀምሮ የሰኔ ጾም ገብቷል,tr_104_tr02004
ሚስት አ ግብተው ሶስት ልጆች በት ነው የ ጠፉት ቄስ ፊሊ ጶ ስ ደብር ተገኙ,tr_105_tr02005
አፍሪካ ውስጥ ከሚገኙ ት አገሮች ም እንኳ ን ስ ልት ገዛ ቀርቶ እርሷ እራሷ ገዢ ተ ብላ በ ዘመነ ኞቹ ተፈርጃ ለች,tr_106_tr02006
በ ኬንያ መንግስት በ ኘሮ ፌሽና ሎች የ ታቀፈ ግድያ ማለቱ ተ ገልጧል,tr_107_tr02007
ፓትርያርኩ ንም እንዳት ቃወ ሟቸው በ ማለት ማስጠንቀቂያ ና ዛቻ አዘል ትምህርት መስጠታቸው ነው,tr_108_tr02008
የሚደረግ ባቸውን በደል ና ተንኮል በ ቸልታ ያለፉ መስለው ያደ ባሉ,tr_109_tr02009
እስራኤል የ ኢትዮጵያ ደጋፊ ና ት በ ማለት ወቀሱ,tr_110_tr02010
ንግድ ባንክ ን ያስ ተዳድራ ሉ የተባሉት ህንዶች አን መጣ ም አሉ,tr_111_tr02011
ጥያቄዎች ያሉት ይ ጠይቅ ያጣራ,tr_112_tr02012
የ ኢትዮጵያ አላማ አሁን ግቡ ን መ ቷል,tr_113_tr02013
ገዢው ፓርቲ የ ህወሀት የ ሞኖፖሊ ኩባንያዎች ተደራጅተው ኢኮኖሚው ን መቆጣጠራቸው ን ይቃወ ማሉ,tr_114_tr02014
አባ ጳውሎስ በ እንቁላል ተ ደበደቡ,tr_115_tr02015
የ ሱዳን ና የ ኢትዮጵያ ድንበር ስብሰባ ዛሬ ይጀ መራል,tr_116_tr02016
የ ኢትዮጵያ መንግስት ወደ ሶማሊያ ወታደሮች ልኳ ል መባሉ ን አስተባ በሉ,tr_117_tr02017
ፕሬዚዳንቱ በ ጉባኤው ላይ የ ኢትዮጵያ ን አቋም የሚያ ንጸባርቅ ንግግር እንደሚያደርጉ ይጠበቃል,tr_118_tr02018
የ ተባበሩት መንግስታት ድርጅት ኢትዮጵያ ውጊያው ን እንድታ ቆም ጠየቀ,tr_119_tr02019
የመጀመሪያ ው ምክንያት ሁኔታው ን ለማፋጠን ነው,tr_120_tr02020
ስለሆነ ም ኢትዮጵያውያ ን እንደ ማንኛውም የውጭ ዜጋ መታየት ያለ ባቸው ጊዜ ደርሷ ል ብለዋል,tr_121_tr02021
የ አለም ህዝቦች ኢትዮጵያ ን ከሚ ያውቁ በት ታሪካዊ ክስተቶች አንዱ የ ኦሎምፒክ መድረክ ነው,tr_122_tr02022
አብዛኛዎቹ ባህላቸው እንደሚ ፈቅድላቸው ይናገራሉ,tr_123_tr02023
ይህ የ ጸና አቋማችን ለ ወዳጆቻችን ም ሆነ ለገዳዮ ቻችን ግልጽ ሊሆን ይገባል,tr_124_tr02024
በ ተጨማሪ ም ም ንም አይነት የ ውጪ ቋንቋ ያለ መቻላቸው በ ቁጥጥሩ ስራ ላይ አሉታዊ ተጽእኖ እንዳለው ዘገባው ያስረዳ ል,tr_125_tr02025
ከ ተመላሽ ኢትዮጵያውያ ን የ ሚገኘው መረጃ እስረኞቹ ግፍ ና በደል እየ ተፈጸመባቸው ነው የሚ ል መሆኑን አስ ታውቋል,tr_126_tr02026
ኢትዮጵያ ና ግብጽ ስለ አባይ ሊ ነጋገሩ ነው,tr_127_tr02027
በ ኮንፈረንሱ ላይ ከ አራት መቶ የማ ያንሱ የተለያዩ ኩባንያዎች ና ሀገሮች ተወካዮች እንዲሁም የውጭ ሀገር ጋዜጠኞች ተገኝ ተዋል,tr_128_tr02028
የ አቶ በሽር ገለቴ ን ስድስት ላሞች አውጥተው ሲ ኳት ኑ አደሩ,tr_129_tr02029
ቤተሰብ ህ ውስጥ እግር ኳስ ትልቅ ቦታ አለ ው ተብሎ ተጠይቆ ኤዌን ሲ መልስ አ ዎን አባቴ ቴሪ ፕሮፌሽናል ኳስ ተጫዋች ነበር ብሏል,tr_130_tr02030
አንዳንድ ሴቶች ደግሞ ይመጡ ና ሳመ ን ይሉ ኛል,tr_131_tr02031
ተጫዋቾቹ ብዙ የሚያ ማርሩ በት ነገር አለ,tr_132_tr02032
በጣም ዲሲፕሊን አክባሪ ነው,tr_133_tr02033
ሊቨርፑል ኤዌን ን ለ ተጨማሪ አመታት ኮንትራት ሊያስ ፈርመው ደሞዙ ን በ እጥፍ አሳድጐ ለታል,tr_134_tr02034
በ ኦሮሚያ ክልል የተወሰኑ ጥቂት ቡድኖች ሊኖሩ እንደሚ ችሉ ያገኘ ነው መረጃ ይ ጠቁ ማል,tr_135_tr02035
ምክንያቱ ም ተጫዋቾቹ ትንፋሽ ስለሚ ኖራቸው እንደ ፈለጋቸው ለ መንቀሳቀስ ይችላሉ,tr_136_tr02036
የ ባባንጊዳ አዲስ ባለቤት በ እናትዋ ኢትዮጵያዊ ት ስት ሆን በ ቅርቡ እዚህ አዲስ አባ መጥታ እንደ ነበር ታውቋል,tr_137_tr02037
ለምን ስ እና ንገላታ ቸዋለን የሚ ል አስተያየት ሰንዝ ረዋል,tr_138_tr02038
ይኸው ችግር በ ኢትዮጵያ አትሌቲክስ ፌዴሬሽን ውስጥ መከሰት ጀም ሯል,tr_139_tr02039
ሁለቱ አሸናፊዎች ለ ኢትዮጵያ ሻምፒዮና ያል ፋሉ,tr_140_tr02040
ነገሩን የሚያ ጠናክረው የ ጁቬ ሀላፊዎች ዘወትር ከ ቪያሊ ጋር በ ስልክ እንደሚ ገናኙ ስለሚ ታወቅ ነው,tr_141_tr02041
የ ኢትዮጵያ ታዳጊ ቡድን የ ሞዛምቢክ አቻው ን አሸንፎ ትላንትና ጠዋት አዲስ አባ ገብቷል,tr_142_tr02042
ኢትዮጵያ በ አንሚ ላይ አዲስ ትእዛዝ አ ወጣች,tr_143_tr02043
እናቶች አባቶች ወንድሞች ና እህቶች ያለ ጧሪ ና ተቆርቋሪ ቀር ተዋል,tr_144_tr02044
በ ላሊበላ ግን ሁሉም ተ ደንቀው ተ ገርመው ና እንደ ተደሰቱ ይናገራሉ,tr_145_tr02045
የ ኢትዮጵያ መንግስት በ አካባቢው አሉ ብሎ የሚ ጠረጥ ራቸውን ተቃዋሚዎች እንቅስቃሴ ለ መግታት በ ቅርቡ ወደ ሱማሊያ ተጨማሪ ሰራዊቱ ን እንዳስገባ ሲ ሲ አይ የ ተሰኘው ሬድዮ ገልጿ ል,tr_146_tr02046
የ ተማሪዎቹ አመጽ ቀጥ ሏል ወደ ሌሎች ዩኒቨርስቲ ዎችም ተዛ ም ቷል,tr_147_tr02047
የ ሟች ማንነት ን ሙሉ በ ሙሉ እንዳል ተደረሰበት ፖሊስ አስ ታውቋል,tr_148_tr02048
ስድስት መቶ የሚሆኑ የ ኢትዮጵያ ና የ ሶማሊያ ስደተኞች የመን ገቡ,tr_149_tr02049
በ ተጨማሪ ም ኢትዮጵያ ውስጥ ውንብድና ፈጽመው ወደ ኬንያ የ ገቡት ን ሽፍቶች ሽፋን ሲሰጡ ቆይ ተዋል,tr_150_tr02050
ስህተት ያለበት የ ምርጫ ቅጽ ተገኘ,tr_151_tr02051
ይህኛው ዘዴ ካልሰራ ኢህአዴግ ን ማለት ም የ ኢትዮጵያ ን መንግስት ሊ ያዳክሙ የሚችሉ እርምጃ ዎችን ይወስዳ ል,tr_152_tr02052
አገር እያስ ረከብ ን ነው ከ ወጣ ን ስ በኋላ ም ን ሰራ ን ስለ ስደት ና ስደተኞች ውይይታችን ን እን ቀጥል,tr_153_tr02053
አንዳንድ ጊዜ እንደ ጮሌ ስለሚያ ደርገኝ ስለሚ ሞክረ ኝ እጄ ን አልሰጠ ሁም,tr_154_tr02054
ዛሬ ብዙዎቻችን ማተባ ችንን በ ጥሰን ወይም ቆርጠን ጥለናል,tr_155_tr02055
በ ኢትዮጵያ ም በኩል ተመሳሳይ እርምጃ ዎች እየ ታዩ ናቸው,tr_156_tr02056
ይህ በዚህ እንዳለ ዋሽንግተን ዲሲ የ ሚገኘው የ ኢትዮጵያ ኤምባሲ ለ ቅስቀሳ ና ለ ፕሮፓጋንዳ ተግባር በር ከ ት ያሉ ሰዎች ለ መቅጠር ማስታወቂያ ዎችን በ ሬዲዮ እያ ሰማ ይገኛል,tr_157_tr02057
የ ዋሽንግተን ዲሲ የ ጦቢያ ሪፖርተር እንደ ዘገበው ከ ዳላስ ቴክሳስ ሌሊት መኪና እየ ነዱ የ መጡ ኢትዮጵያውያ ን ነበሩ,tr_158_tr02058
አንደኛ የ ጤና ና የ ተፈጥሮ ሳይንስ ተማሪዎች የሚ ገለገሉ ባቸው በተለይ ም የ ተፈጥሮ ሳይንስ ተማሪዎች ላቦራቶሪ ዎች ለ አንደኛ አመት ተማሪዎች ብቻ ሊ ያገለግሉ የሚችሉ ናቸው,tr_159_tr02059
የ ሻእቢያ መንግስት ከ ሀገሩ የሚያስ ወጣቸው የ ኢትዮጵያውያ ን አብዛኞቹ የተ ደበደቡ የተ ገረፉ የ ተዘረፉ ና በተለይ ም ሴቶቹ የ ተደፈሩ መሆናቸው ን ዘመን አስ ታውቋል,tr_160_tr02060
መንግስት በ ኢንቨስትመንት እንቅስቃሴ ላይ የ ተከሰቱ የ ፖሊሲ ና የ አሰራር ግድፈቶች ን ለ ማስወገጃ እርምጃ መውሰዱ ከ ግሉ ኢንቨስትመንት ፍሰት የ ሚገኘው ን ድርሻ እንደሚያ ሻሽለው ም ገለጹ,tr_161_tr02061
እኔ ግን ነፍጠኛ ም መድፈኛ ም እንዳል ሆ ኩኝ ልንገራችሁ ብዬ እንጂ ፖለቲከኛ ሳል ሆን አሽሙረኛ ነኝ ብዬ እናንተ ን ላሳምናችሁ አል ሞክር ም,tr_162_tr02062
ኮሎኔል በዛብህ ጴጥሮስ የ አማራጭ ሀይሎች ሊቀመንበር የ ዶክተር በየነ ጴጥሮስ ወንድም መሆናቸው ተያይዞ ተ ገልጿ ል,tr_163_tr02063
